t,x,err,fOut,fIn,fSet,y,errAbs,fI,deltaF,norm,kP,kI,kD,largo,vel
2814430.000000,60786.000000,698.769531,201.346554,27927.978516,28626.748047,18108.000000,6308.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2814524.000000,60985.000000,693.181641,200.710666,28011.494141,28704.675781,18127.000000,6377.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2814617.000000,61185.000000,700.701172,201.648045,28082.294922,28782.996094,18146.000000,6447.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2814711.000000,61384.000000,708.599609,202.631288,28152.324219,28860.923828,18164.000000,6517.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2814804.000000,61583.000000,703.976562,202.111721,28234.876953,28938.853516,18183.000000,6587.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2814898.000000,61783.000000,697.625000,201.384415,28319.548828,29017.173828,18202.000000,6656.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2814991.000000,61982.000000,692.037109,200.748470,28403.064453,29095.101562,18221.000000,6725.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815084.000000,62181.000000,680.000000,199.338016,28493.033203,29173.033203,18240.000000,6793.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815178.000000,62381.000000,661.318359,197.129285,28590.035156,29251.353516,18259.000000,6859.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815271.000000,62580.000000,645.230469,195.231000,28684.050781,29329.281250,18277.000000,6923.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815365.000000,62779.000000,641.953125,194.869816,28765.255859,29407.208984,18296.000000,6987.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815458.000000,62979.000000,628.474609,193.283818,28857.054688,29485.529297,18315.000000,7049.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815552.000000,63178.000000,614.988281,191.696208,28948.468750,29563.457031,18334.000000,7110.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815645.000000,63377.000000,599.480469,189.865245,29041.906250,29641.386719,18352.000000,7169.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815739.000000,63577.000000,590.912109,188.866587,29128.794922,29719.707031,18371.000000,7228.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815832.000000,63776.000000,575.789062,187.080611,29221.845703,29797.634766,18390.000000,7285.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2815925.000000,63975.000000,557.681641,184.935605,29317.884766,29875.566406,18409.000000,7340.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816019.000000,64174.000000,547.765625,183.773071,29406.121094,29953.886719,18428.000000,7394.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816112.000000,64374.000000,543.527344,183.291654,29488.287109,30031.814453,18446.000000,7448.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816206.000000,64573.000000,554.314453,184.613823,29555.427734,30109.742188,18465.000000,7503.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816299.000000,64772.000000,559.041016,185.208962,29629.021484,30188.062500,18484.000000,7558.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816393.000000,64972.000000,557.500000,185.051915,29708.492188,30265.992188,18503.000000,7613.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816486.000000,65171.000000,561.255859,185.530681,29782.664062,30343.919922,18522.000000,7669.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816580.000000,65370.000000,572.822266,186.947291,29849.417969,30422.240234,18540.000000,7726.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816673.000000,65570.000000,581.779297,188.051224,29918.388672,30500.167969,18559.000000,7784.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816766.000000,65769.000000,583.318359,188.265077,29994.777344,30578.095703,18578.000000,7842.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816860.000000,65968.000000,593.724609,189.543513,30062.302734,30656.027344,18597.000000,7901.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2816953.000000,66168.000000,608.181641,191.308766,30126.166016,30734.347656,18615.000000,7961.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817047.000000,66367.000000,607.505859,191.258048,30204.769531,30812.275391,18634.000000,8021.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817140.000000,66566.000000,609.240234,191.496635,30280.964844,30890.205078,18653.000000,8081.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817234.000000,66765.000000,614.833984,192.198626,30353.691406,30968.525391,18672.000000,8142.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817327.000000,66965.000000,614.447266,192.182943,30432.005859,31046.453125,18691.000000,8203.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817420.000000,67164.000000,617.240234,192.548961,30507.140625,31124.380859,18709.000000,8264.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817514.000000,67363.000000,606.835938,191.330787,30595.472656,31202.308594,18728.000000,8324.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817607.000000,67563.000000,605.589844,191.211535,30675.039062,31280.628906,18747.000000,8384.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817701.000000,67762.000000,605.109375,191.184134,30753.451172,31358.560547,18766.000000,8444.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817794.000000,67961.000000,617.150391,192.659914,30819.337891,31436.488281,18784.000000,8505.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817888.000000,68161.000000,612.822266,192.171180,30901.986328,31514.808594,18803.000000,8566.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2817981.000000,68360.000000,606.947266,191.496527,30985.791016,31592.738281,18822.000000,8626.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818074.000000,68559.000000,611.955078,192.128063,31058.710938,31670.666016,18841.000000,8687.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818168.000000,68759.000000,623.230469,193.512271,31125.755859,31748.986328,18860.000000,8749.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818261.000000,68958.000000,630.550781,194.422236,31196.363281,31826.914062,18878.000000,8812.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818355.000000,69157.000000,639.703125,195.552502,31265.140625,31904.843750,18897.000000,8875.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818448.000000,69357.000000,648.474609,196.637504,31334.689453,31983.164062,18916.000000,8939.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818542.000000,69556.000000,634.218750,194.958512,31426.875000,32061.093750,18935.000000,9002.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818635.000000,69755.000000,609.943359,192.075962,31529.078125,32139.021484,18953.000000,9062.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818729.000000,69954.000000,598.384766,190.718850,31618.566406,32216.951172,18972.000000,9121.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818822.000000,70154.000000,594.634766,190.298582,31700.636719,32295.271484,18991.000000,9180.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2818915.000000,70353.000000,574.212891,187.876668,31798.986328,32373.199219,19010.000000,9237.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819009.000000,70552.000000,562.949219,186.553175,31888.570312,32451.519531,19029.000000,9293.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819102.000000,70752.000000,566.416016,186.997511,31963.031250,32529.447266,19047.000000,9349.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819196.000000,70951.000000,568.150391,187.234044,32039.226562,32607.376953,19066.000000,9405.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819289.000000,71150.000000,562.666016,186.604052,32123.031250,32685.697266,19085.000000,9461.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819383.000000,71350.000000,580.583984,188.783237,32183.042969,32763.626953,19104.000000,9519.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819476.000000,71549.000000,594.935547,190.535172,32246.619141,32841.554688,19123.000000,9578.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819570.000000,71748.000000,597.638672,190.889428,32322.236328,32919.875000,19141.000000,9637.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819663.000000,71948.000000,605.250000,191.833050,32392.554688,32997.804688,19160.000000,9697.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819756.000000,72147.000000,625.767578,194.326448,32449.966797,33075.734375,19179.000000,9759.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819850.000000,72346.000000,618.830078,193.524890,32534.830078,33153.660156,19198.000000,9820.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2819943.000000,72546.000000,609.683594,192.457796,32622.296875,33231.980469,19216.000000,9880.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820037.000000,72745.000000,613.345703,192.927916,32696.564453,33309.910156,19235.000000,9941.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820130.000000,72944.000000,618.253906,193.547813,32769.582031,33387.835938,19254.000000,10002.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820224.000000,73143.000000,616.914062,193.417878,32849.242188,33466.156250,19273.000000,10063.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820317.000000,73343.000000,597.554688,191.124630,32946.535156,33544.089844,19292.000000,10122.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820411.000000,73542.000000,586.957031,189.882259,33035.058594,33622.015625,19310.000000,10180.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820504.000000,73741.000000,586.574219,189.865651,33113.371094,33699.945312,19329.000000,10238.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820597.000000,73941.000000,577.812500,188.843135,33200.453125,33778.265625,19348.000000,10295.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820691.000000,74140.000000,552.480469,185.830915,33303.714844,33856.195312,19367.000000,10350.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820784.000000,74339.000000,528.019531,182.922004,33406.496094,33934.515625,19385.000000,10402.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820878.000000,74539.000000,521.753906,182.196216,33490.687500,34012.441406,19404.000000,10454.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2820971.000000,74738.000000,519.156250,181.910456,33571.214844,34090.371094,19423.000000,10505.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821065.000000,74937.000000,510.968750,180.953504,33657.332031,34168.300781,19442.000000,10556.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821158.000000,75137.000000,512.804688,181.199457,33733.816406,34246.621094,19461.000000,10607.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821252.000000,75336.000000,517.140625,181.745626,33807.410156,34324.550781,19479.000000,10658.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821345.000000,75535.000000,500.863281,179.817388,33901.617188,34402.480469,19498.000000,10708.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821438.000000,75735.000000,503.660156,180.178196,33977.140625,34480.800781,19517.000000,10758.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821532.000000,75934.000000,498.167969,179.544042,34060.558594,34558.726562,19536.000000,10807.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821625.000000,76133.000000,482.757812,177.718961,34153.898438,34636.656250,19555.000000,10855.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821719.000000,76332.000000,493.453125,179.027071,34221.523438,34714.976562,19573.000000,10904.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821812.000000,76532.000000,498.078125,179.606975,34294.828125,34792.906250,19592.000000,10953.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821906.000000,76731.000000,504.726562,180.430024,34366.109375,34870.835938,19611.000000,11003.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2821999.000000,76930.000000,511.476562,181.265598,34437.679688,34949.156250,19630.000000,11054.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822093.000000,77130.000000,522.164062,182.574206,34504.917969,35027.082031,19648.000000,11106.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822186.000000,77329.000000,504.058594,180.426753,34600.953125,35105.011719,19667.000000,11156.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822279.000000,77528.000000,478.824219,177.422569,34704.507812,35183.332031,19686.000000,11203.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822373.000000,77728.000000,468.132812,176.163007,34793.128906,35261.261719,19705.000000,11249.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822466.000000,77927.000000,456.476562,174.787081,34882.710938,35339.187500,19724.000000,11294.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822560.000000,78126.000000,461.585938,175.423285,34955.921875,35417.507812,19742.000000,11340.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822653.000000,78326.000000,471.894531,176.683911,35023.542969,35495.437500,19761.000000,11387.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822747.000000,78525.000000,467.753906,176.210424,35105.613281,35573.367188,19780.000000,11433.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822840.000000,78724.000000,443.871094,173.366680,35207.816406,35651.687500,19799.000000,11477.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2822933.000000,78924.000000,425.281250,171.157163,35304.335938,35729.617188,19817.000000,11519.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823027.000000,79123.000000,422.777344,170.877833,35384.769531,35807.546875,19836.000000,11561.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823120.000000,79322.000000,408.710938,169.210299,35476.761719,35885.472656,19855.000000,11601.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823214.000000,79522.000000,396.476562,167.761998,35566.925781,35963.402344,19874.000000,11640.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823307.000000,79721.000000,408.234375,169.193348,35633.488281,36041.722656,19893.000000,11680.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823401.000000,79920.000000,420.277344,170.659518,35699.375000,36119.652344,19911.000000,11722.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823494.000000,80120.000000,409.496094,169.386242,35788.476562,36197.972656,19930.000000,11762.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823588.000000,80319.000000,407.179688,169.128633,35868.718750,36275.898438,19949.000000,11802.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823681.000000,80518.000000,413.925781,169.958860,35939.902344,36353.828125,19968.000000,11843.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823774.000000,80717.000000,430.210938,171.934590,36001.937500,36432.148438,19986.000000,11886.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823868.000000,80917.000000,443.890625,173.598347,36066.187500,36510.078125,20005.000000,11930.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2823961.000000,81116.000000,447.648438,174.071666,36140.359375,36588.007812,20024.000000,11974.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824055.000000,81315.000000,426.074219,171.504064,36240.253906,36666.328125,20043.000000,12016.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824148.000000,81515.000000,407.964844,169.351337,36336.289062,36744.253906,20062.000000,12056.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824242.000000,81714.000000,413.648438,170.054051,36408.535156,36822.183594,20080.000000,12097.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824335.000000,81913.000000,430.414062,172.087447,36470.089844,36900.503906,20099.000000,12140.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824429.000000,82113.000000,447.367188,174.144190,36531.066406,36978.433594,20118.000000,12184.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824522.000000,82312.000000,458.160156,175.462254,36598.203125,37056.363281,20137.000000,12229.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824615.000000,82511.000000,481.277344,178.260381,36653.015625,37134.292969,20156.000000,12277.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824709.000000,82711.000000,500.445312,180.585559,36711.773438,37212.218750,20174.000000,12327.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824802.000000,82910.000000,521.738281,183.166802,36768.800781,37290.539062,20193.000000,12379.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824896.000000,83109.000000,546.496094,186.165065,36821.972656,37368.468750,20212.000000,12433.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2824989.000000,83308.000000,578.867188,190.078539,36867.921875,37446.789062,20231.000000,12490.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825083.000000,83508.000000,604.683594,193.206742,36920.035156,37524.718750,20249.000000,12550.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825176.000000,83707.000000,608.246094,193.664654,36994.398438,37602.644531,20268.000000,12610.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825269.000000,83906.000000,604.976562,193.302559,37075.988281,37680.964844,20287.000000,12670.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825363.000000,84106.000000,584.269531,190.846929,37174.628906,37758.898438,20306.000000,12728.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825456.000000,84305.000000,564.136719,188.459199,37272.687500,37836.824219,20325.000000,12784.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825550.000000,84504.000000,554.992188,187.389604,37360.152344,37915.144531,20343.000000,12839.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825643.000000,84704.000000,537.363281,185.301004,37455.710938,37993.074219,20362.000000,12892.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825737.000000,84903.000000,536.011719,185.165617,37534.988281,38071.000000,20381.000000,12945.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825830.000000,85102.000000,542.949219,186.025264,37605.980469,38148.929688,20400.000000,12999.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2825924.000000,85302.000000,541.894531,185.925797,37685.355469,38227.250000,20418.000000,13053.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826017.000000,85501.000000,530.335938,184.565282,37774.843750,38305.179688,20437.000000,13106.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826110.000000,85700.000000,517.140625,183.007702,37865.968750,38383.109375,20456.000000,13157.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826204.000000,85900.000000,507.707031,181.901056,37953.722656,38461.429688,20475.000000,13207.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826297.000000,86099.000000,514.546875,182.747564,38024.812500,38539.359375,20494.000000,13258.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826391.000000,86298.000000,522.250000,183.698052,38095.035156,38617.285156,20512.000000,13310.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826484.000000,86497.000000,528.132812,184.430396,38167.472656,38695.605469,20531.000000,13362.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826578.000000,86697.000000,542.003906,186.122027,38231.531250,38773.535156,20550.000000,13416.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826671.000000,86896.000000,548.363281,186.912571,38303.101562,38851.464844,20569.000000,13470.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826765.000000,87095.000000,537.097656,185.587550,38392.687500,38929.785156,20587.000000,13523.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826858.000000,87295.000000,547.886719,186.909632,38459.824219,39007.710938,20606.000000,13577.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2826951.000000,87494.000000,570.425781,189.642841,38515.214844,39085.640625,20625.000000,13634.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827045.000000,87693.000000,592.589844,192.332158,38571.371094,39163.960938,20644.000000,13693.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827138.000000,87893.000000,612.433594,194.744030,38629.457031,39241.890625,20663.000000,13754.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827232.000000,88092.000000,611.855469,194.705248,38707.964844,39319.820312,20681.000000,13815.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827325.000000,88291.000000,610.031250,194.516843,38788.109375,39398.140625,20700.000000,13876.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827419.000000,88491.000000,617.738281,195.472574,38858.332031,39476.070312,20719.000000,13937.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827512.000000,88690.000000,626.210938,196.520603,38927.785156,39553.996094,20738.000000,13999.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827605.000000,88889.000000,633.339844,197.407739,38998.585938,39631.925781,20757.000000,14062.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827699.000000,89089.000000,638.355469,198.041531,39071.890625,39710.246094,20775.000000,14125.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827792.000000,89288.000000,645.386719,198.917551,39142.785156,39788.171875,20794.000000,14189.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827886.000000,89487.000000,664.945312,201.297829,39201.160156,39866.105469,20813.000000,14255.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2827979.000000,89687.000000,666.105469,201.470353,39278.320312,39944.425781,20832.000000,14321.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828073.000000,89886.000000,643.468750,198.786120,39378.882812,40022.351562,20850.000000,14385.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828166.000000,90085.000000,626.128906,196.736646,39474.152344,40100.281250,20869.000000,14447.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828260.000000,90284.000000,630.566406,197.300674,39548.035156,40178.601562,20888.000000,14510.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828353.000000,90484.000000,657.347656,200.547291,39599.183594,40256.531250,20907.000000,14575.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828446.000000,90683.000000,672.949219,202.453126,39661.507812,40334.457031,20926.000000,14642.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828540.000000,90882.000000,671.796875,202.348435,39740.980469,40412.777344,20944.000000,14709.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828633.000000,91082.000000,668.429688,201.977794,39822.277344,40490.707031,20963.000000,14775.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828727.000000,91281.000000,680.953125,203.514654,39887.683594,40568.636719,20982.000000,14843.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828820.000000,91480.000000,679.128906,203.329704,39967.828125,40646.957031,21001.000000,14910.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2828914.000000,91680.000000,682.113281,203.721935,40042.773438,40724.886719,21020.000000,14978.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829007.000000,91879.000000,657.359375,200.784334,40145.457031,40802.816406,21039.000000,15043.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829100.000000,92078.000000,604.859375,194.514577,40275.882812,40880.742188,21058.000000,15103.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829194.000000,92278.000000,573.269531,190.752459,40385.792969,40959.062500,21076.000000,15160.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829287.000000,92477.000000,554.484375,188.525965,40482.507812,41036.992188,21095.000000,15215.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
