t,x,err,fOut,fIn,fSet,y,errAbs,fI,deltaF,norm,kP,kI,kD,largo,vel
2829381.000000,92676.000000,544.089844,187.305825,40571.222656,41115.312500,21114.000000,15269.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829474.000000,92876.000000,545.246094,187.471838,40647.996094,41193.242188,21132.000000,15323.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829568.000000,93075.000000,547.367188,187.753737,40723.804688,41271.171875,21151.000000,15377.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829661.000000,93274.000000,532.527344,185.999582,40816.570312,41349.097656,21170.000000,15430.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829755.000000,93474.000000,534.460938,186.258337,40892.957031,41427.417969,21189.000000,15483.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829848.000000,93673.000000,552.667969,188.470814,40952.679688,41505.347656,21207.000000,15538.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2829942.000000,93872.000000,559.605469,189.331294,41023.671875,41583.277344,21226.000000,15593.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830035.000000,94071.000000,556.625000,189.001469,41104.972656,41661.597656,21245.000000,15648.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830128.000000,94271.000000,566.640625,190.231676,41172.882812,41739.523438,21263.000000,15704.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830222.000000,94470.000000,571.554688,190.849941,41245.898438,41817.453125,21282.000000,15761.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830315.000000,94669.000000,554.316406,188.809064,41341.457031,41895.773438,21301.000000,15816.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830409.000000,94869.000000,543.527344,187.541552,41430.175781,41973.703125,21319.000000,15870.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830502.000000,95068.000000,529.175781,185.845824,41522.457031,42051.632812,21338.000000,15922.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830596.000000,95267.000000,539.585938,187.122022,41590.367188,42129.953125,21357.000000,15975.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830689.000000,95467.000000,526.777344,185.611329,41681.105469,42207.882812,21375.000000,16027.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830783.000000,95666.000000,510.878906,183.729061,41774.929688,42285.808594,21394.000000,16078.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830876.000000,95865.000000,519.074219,184.738452,41845.054688,42364.128906,21413.000000,16129.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2830969.000000,96065.000000,512.714844,184.000963,41929.343750,42442.058594,21431.000000,16180.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831063.000000,96264.000000,488.441406,181.112572,42031.546875,42519.988281,21450.000000,16228.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831156.000000,96463.000000,462.335938,178.003033,42135.578125,42597.914062,21469.000000,16274.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831250.000000,96663.000000,452.804688,176.881923,42223.429688,42676.234375,21488.000000,16319.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831343.000000,96862.000000,461.187500,177.910920,42292.976562,42754.164062,21506.000000,16365.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831436.000000,97061.000000,465.234375,178.419807,42366.859375,42832.093750,21525.000000,16411.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831530.000000,97261.000000,459.265625,177.726520,42451.148438,42910.414062,21544.000000,16456.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831624.000000,97460.000000,446.648438,176.234790,42541.695312,42988.343750,21562.000000,16500.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831717.000000,97659.000000,448.187500,176.441887,42618.082031,43066.269531,21581.000000,16544.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831810.000000,97858.000000,452.046875,176.927614,42692.542969,43144.589844,21600.000000,16589.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831904.000000,98058.000000,459.562500,177.852467,42762.957031,43222.519531,21618.000000,16634.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2831997.000000,98257.000000,469.578125,179.077821,42830.871094,43300.449219,21637.000000,16680.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832091.000000,98456.000000,488.753906,181.403353,42890.015625,43378.769531,21656.000000,16728.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832184.000000,98656.000000,513.511719,184.399966,42943.187500,43456.699219,21674.000000,16779.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832278.000000,98855.000000,521.121094,185.339147,43013.507812,43534.628906,21693.000000,16831.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832371.000000,99054.000000,523.054688,185.597331,43089.894531,43612.949219,21712.000000,16883.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832465.000000,99254.000000,538.175781,187.438771,43152.699219,43690.875000,21730.000000,16936.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832558.000000,99453.000000,546.652344,188.483291,43222.152344,43768.804688,21749.000000,16990.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832651.000000,99652.000000,551.667969,189.112749,43295.457031,43847.125000,21768.000000,17045.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832745.000000,99852.000000,543.480469,188.157423,43381.574219,43925.054688,21787.000000,17099.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832838.000000,100051.000000,541.265625,187.918705,43461.714844,44002.980469,21805.000000,17153.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2832932.000000,100250.000000,525.375000,186.038099,43555.539062,44080.914062,21824.000000,17205.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833025.000000,100450.000000,487.812500,181.554990,43671.421875,44159.234375,21843.000000,17253.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833119.000000,100649.000000,458.140625,178.017272,43779.019531,44237.160156,21861.000000,17298.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833212.000000,100848.000000,452.265625,177.334885,43862.824219,44315.089844,21880.000000,17343.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833305.000000,101048.000000,448.226562,176.872609,43945.183594,44393.410156,21899.000000,17387.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833399.000000,101247.000000,428.089844,174.477607,44043.246094,44471.335938,21917.000000,17429.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833492.000000,101446.000000,425.781250,174.221865,44123.484375,44549.265625,21936.000000,17471.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833586.000000,101646.000000,433.589844,175.180576,44193.996094,44627.585938,21955.000000,17514.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833679.000000,101845.000000,435.804688,175.468147,44269.710938,44705.515625,21973.000000,17557.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833773.000000,102044.000000,441.292969,176.148806,44342.148438,44783.441406,21992.000000,17601.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833866.000000,102243.000000,452.570312,177.524715,44409.191406,44861.761719,22011.000000,17646.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2833960.000000,102400.000000,453.054688,177.605493,44486.640625,44939.695312,22029.000000,17691.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
